NA27	CUVMP
Ὀνησιφόρου	阿尼色弗
Ῥώμῃ	罗马
Ἐφέσῳ	以弗所
Χριστῷ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦν	耶稣
Χριστὸν	基督
Δαυίδ	大卫
Δαυίδ	的
Χριστῷ	基督
Ἰησοῦ	耶稣
Ὑμέναιος	许米乃
Φίλητος	腓理徒
Ἰάννης	雅尼
Ἰαμβρῆς	佯庇
Μωϋσεῖ	摩西
Ἀντιοχείᾳ	安提阿
Ἰκονίῳ	以哥念
Λύστροις	路司得
Χριστῷ	基督
Ἰησοῦ	耶稣
Χριστῷ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Δημᾶς	底马
Θεσσαλονίκην	帖撒罗尼迦
Κρήσκης	革勒士
Γαλατίαν	加拉太
Τίτος	提多
Δαλματίαν	挞马太
Λουκᾶς	路加
Μᾶρκον	马可
Μᾶρκον	把
Τύχικον	推基古
Ἔφεσον	以弗所
Τρῳάδι	特罗亚
Κάρπῳ	加布
Κάρπῳ	于
Ἀλέξανδρος	亚历山大
Πρίσκαν	百基拉
Ἀκύλαν	亚居拉
Ὀνησιφόρου	阿尼色弗
Ἔραστος	以拉都
Κορίνθῳ	哥林多
Τρόφιμον	特罗非摩
Μιλήτῳ	米利都
Εὔβουλος	友布罗
Εὔβουλος	有
Πούδης	布田
Λίνος	利奴
Κλαυδία	克劳迪娅
Παῦλος	保罗
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Τίτῳ	提多
Τίτῳ	给
Χριστοῦ	基督
Ἰησοῦ	耶稣
Κρήτῃ	克里特
Κρῆτες	克里特
Κρῆτες	人
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἀρτεμᾶν	亚提马
Τύχικον	推基古
Νικόπολιν	尼哥波立
Ζηνᾶν	西纳
Ἀπολλῶν	亚波罗
Παῦλος	保罗
Χριστοῦ	基督
Ἰησοῦ	耶稣
Τιμόθεος	提摩太
Φιλήμονι	腓利门
Φιλήμονι	给
Ἀπφίᾳ	亚腓亚
Ἀρχίππῳ	亚基布
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦν	耶稣
Χριστόν	基督
Χριστῷ	基督
Παῦλος	保罗
Χριστοῦ	基督
Ἰησοῦ	耶稣
Ὀνήσιμον	阿尼西慕
Παῦλος	保罗
Χριστῷ	基督
Ἐπαφρᾶς	以巴弗
Χριστῷ	基督
Ἰησοῦ	耶稣
Μᾶρκος	马可
Ἀρίσταρχος	亚里达古
Δημᾶς	底马
Λουκᾶς	路加
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦν	耶稣
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	的
Ἰησοῦν	耶稣
Μωϋσῆς	摩西
Μωϋσῆν	摩西
Μωϋσῆς	摩西
Χριστὸς	基督
Χριστοῦ	基督
Χριστοῦ	在
Χριστοῦ	里
Αἰγύπτου	埃及
Μωϋσέως	摩西
Δαυὶδ	大卫
Ἰησοῦς	约书亚
Ἰησοῦν	耶稣
Ἀαρών	亚伦
Χριστὸς	基督
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Χριστοῦ	基督
Ἀβραὰμ	亚伯拉罕
Ἰησοῦς	耶稣
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Μελχισέδεκ	麦基洗德
Σαλήμ	撒冷
Ἀβραὰμ	亚伯拉罕
Ἀβραάμ	亚伯拉罕
Σαλήμ	撒冷
Ἀβραὰμ	亚伯拉罕
Λευὶ	利未
Ἀβραάμ	亚伯拉罕
Ἀβραὰμ	亚伯拉罕
Ἀβραὰμ	亚伯拉罕
Λευὶ	利未
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Ἀαρὼν	亚伦
Ἀαρὼν	的
Ἰούδα	犹大
Μωϋσῆς	摩西
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Μελχισέδεκ	麦基洗德
Μελχισέδεκ	的
Ἰησοῦς	耶稣
Μωϋσῆς	摩西
Ἰσραὴλ	以色列
Ἰούδα	犹大
Αἰγύπτου	埃及
Ἰσραὴλ	以色列
Ἀαρὼν	亚伦
Χερουβὶν	基路伯
Χριστὸς	基督
Χριστοῦ	他
Χριστοῦ	的
Μωϋσέως	摩西
Χριστός	基督
Χριστὸς	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Ἰησοῦ	的
Μωϋσέως	摩西
Μωϋσέως	的
Ἅβελ	亚伯
Κάϊν	该隐
Ἑνὼχ	以诺
Νῶε	挪亚
Ἀβραὰμ	亚伯拉罕
Ἰσαὰκ	以撒
Ἰακὼβ	雅各
Σάρρα	撒拉
Ἀβραὰμ	亚伯拉罕
Ἰσαὰκ	以撒
Ἰσαὰκ	把
Ἰσαὰκ	以撒
Ἰσαὰκ	以撒
Ἰακὼβ	雅各
Ἠσαῦ	以扫
Ἰακὼβ	雅各
Ἰωσὴφ	约瑟
Ἰωσὴφ	的
Ἰωσὴφ	约瑟
Ἰσραὴλ	以色列
Μωϋσῆς	摩西
Μωϋσῆς	摩西
Φαραώ	法老
Αἰγύπτου	埃及
Αἰγύπτου	的
Χριστοῦ	基督
Αἴγυπτον	埃及
Ἰεριχὼ	耶利哥
Ἰεριχὼ	城
Ῥαὰβ	喇合
Γεδεών	基甸
Βαράκ	巴拉
Σαμψών	参孙
Ἰεφθάε	耶弗他
Δαυίδ	大卫
Σαμουὴλ	撒母耳
Ἰησοῦν	耶稣
Ἠσαῦ	以扫
Μωϋσῆς	摩西
Σιὼν	锡安
Ἰερουσαλὴμ	耶路撒冷
Ἰησοῦ	耶稣
Ἅβελ	亚伯
Ἰησοῦς	耶稣
Χριστὸς	基督
Ἰησοῦς	耶稣
Ἰησοῦν	耶稣
Ἰησοῦ	耶稣
Χριστοῦ	基督
Τιμόθεον	提摩太
Ἰταλίας	意大利
Ἰάκωβος	雅各
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἀβραὰμ	亚伯拉罕
Ἰσαὰκ	以撒
Ἰσαὰκ	把
Ἀβραὰμ	亚伯拉罕
Ῥαὰβ	喇合
σαβαὼθ	万军
σαβαὼθ	之
Ἰὼβ	约伯
Ἰὼβ	的
Ἠλίας	以利亚
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Πόντου	本都
Γαλατίας	加拉太
Καππαδοκίας	加帕多家
Ἀσίας	亚细亚
Βιθυνίας	庇推尼
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	基督
Χριστοῦ	的
Χριστὸν	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦ	耶稣
Χριστοῦ	基督
Σιὼν	锡安
Χριστὸς	基督
Σάρρα	撒拉
Ἀβραὰμ	亚伯拉罕
Χριστὸν	基督
Χριστῷ	基督
Χριστὸς	基督
Νῶε	挪亚
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	基督
Χριστοῦ	基督
Χριστοῦ	的
χριστιανός	基督徒
Χριστοῦ	基督
Χριστῷ	基督
Σιλουανοῦ	西拉
Βαβυλῶνι	巴比伦
Μᾶρκος	马可
Χριστῷ	基督
Συμεὼν	西门
Πέτρος	彼得
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	之
Ἰησοῦ	耶稣
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦς	耶稣
Χριστὸς	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Νῶε	挪亚
Σοδόμων	所多玛
Γομόρρας	蛾摩拉
Λὼτ	罗得
Βαλαὰμ	巴兰
Βαλαὰμ	的
Βοσὸρ	比珥
Βοσὸρ	之
Ἰησοῦ	耶稣
Χριστοῦ	基督
Παῦλος	保罗
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Ἰησοῦ	的
Ἰησοῦν	耶稣
Χριστὸν	基督
Ἰησοῦς	耶稣
Χριστός	基督
Κάϊν	该隐
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦν	耶稣
Χριστὸν	基督
Ἰησοῦν	耶稣
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Χριστὸς	基督
Ἰησοῦς	耶稣
Ἰησοῦς	耶稣
Χριστός	基督
Ἰησοῦ	耶稣
Χριστῷ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦν	耶稣
Χριστὸν	基督
Χριστοῦ	基督
Χριστοῦ	的
Γαΐῳ	该犹
Γαΐῳ	给
Διοτρέφης	丢特腓
Δημητρίῳ	低米丢
Ἰούδας	犹大
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰακώβου	雅各
Ἰακώβου	的
Ἰησοῦ	耶稣
Ἰησοῦ	为
Χριστῷ	基督
Ἰησοῦν	耶稣
Χριστὸν	基督
Ἰησοῦς	主
Αἰγύπτου	埃及
Σόδομα	所多玛
Γόμορρα	蛾摩拉
Μιχαὴλ	米迦勒
Μωϋσέως	摩西
Μωϋσέως	的
Κάϊν	该隐
Κάϊν	的
Βαλαὰμ	巴兰
Βαλαὰμ	的
Κόρε	可拉
Κόρε	的
Ἀδὰμ	亚当
Ἑνὼχ	以诺
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	之
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰησοῦ	耶稣
Χριστοῦ	基督
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰωάννῃ	约翰
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	的
Ἰωάννης	约翰
Ἀσίᾳ	亚细亚
Ἰησοῦ	耶稣
Χριστοῦ	基督
ἄλφα	阿拉法
ὦ	俄梅戛
Ἰωάννης	约翰
Ἰησοῦ	耶稣
Πάτμῳ	拔摩
Ἰησοῦ	耶稣
Ἔφεσον	以弗所
Πέργαμον	别迦摩
Θυάτειρα	推雅推喇
Σάρδεις	撒狄
Φιλαδέλφειαν	非拉铁非
Λαοδίκειαν	老底嘉
Ἐφέσῳ	以弗所
Νικολαϊτῶν	尼哥拉
Νικολαϊτῶν	一
Νικολαϊτῶν	党
Νικολαϊτῶν	人
Νικολαϊτῶν	的
Σμύρνῃ	士每拿
σατανᾶ	撒旦
Περγάμῳ	别迦摩
σατανᾶ	撒旦
Ἀντιπᾶς	安提帕
σατανᾶς	撒旦
Βαλαάμ	巴兰
Βαλαάμ	的
Βαλὰκ	巴勒
Ἰσραὴλ	以色列
Νικολαϊτῶν	尼哥拉
Νικολαϊτῶν	一
Νικολαϊτῶν	党
Νικολαϊτῶν	人
Νικολαϊτῶν	的
Θυατείροις	推雅推喇
Ἰεζάβελ	耶洗别
Θυατείροις	推雅推喇
σατανᾶ	撒旦
Σάρδεσιν	撒狄
Σάρδεσιν	撒狄
Φιλαδελφείᾳ	非拉铁非
Δαυίδ	大卫
Δαυίδ	的
σατανᾶ	撒旦
Ἰερουσαλὴμ	耶路撒冷
Λαοδικείᾳ	老底嘉
Ἰούδα	犹大
Δαυίδ	大卫
Δαυίδ	的
Ἰσραήλ	以色列
Ἰούδα	犹大
Ῥουβὴν	鲁本
Γὰδ	迦得
Ἀσὴρ	亚设
Νεφθαλὶμ	拿弗他利
Μανασσῆ	玛拿西
Συμεὼν	西缅
Λευὶ	利未
Ἰσσαχὰρ	以萨迦
Ζαβουλὼν	西布伦
Ἰωσὴφ	约瑟
Βενιαμὶν	便雅悯
Ἀβαδδών	亚巴顿
Ἀπολλύων	亚玻伦
Εὐφράτῃ	幼发拉底
Σόδομα	所多玛
Αἴγυπτος	埃及
χριστοῦ	基督
χριστοῦ	的
Μιχαὴλ	米迦勒
Σατανᾶς	撒旦
χριστοῦ	基督
χριστοῦ	的
Ἰησοῦ	耶稣
Σιὼν	锡安
Βαβυλὼν	巴比伦
Βαβυλὼν	城
Ἰησοῦ	耶稣
Μωϋσέως	摩西
Μωϋσέως	的
Εὐφράτην	幼发拉底
Ἁρμαγεδών	哈米吉多顿
Βαβυλὼν	巴比伦
Βαβυλὼν	城
Βαβυλὼν	巴比伦
Ἰησοῦ	耶稣
Βαβυλὼν	巴比伦
Βαβυλὼν	城
Βαβυλὼν	巴比伦
Βαβυλὼν	巴比伦
Ἰησοῦ	耶稣
Ἰησοῦ	耶稣
Σατανᾶς	撒旦
Ἰησοῦ	耶稣
Χριστοῦ	基督
Χριστοῦ	基督
Χριστοῦ	的
σατανᾶς	撒旦
Γὼγ	歌革
Μαγώγ	玛各
Ἰερουσαλὴμ	耶路撒冷
ἄλφα	阿拉法
ὦ	俄梅戛
Ἰερουσαλὴμ	耶路撒冷
Ἰερουσαλὴμ	将
Ἰσραήλ	以色列
Ἰωάννης	约翰
ἄλφα	阿拉法
ὦ	俄梅戛
Ἰησοῦς	耶稣
Δαυίδ	大卫
Δαυίδ	的
Ἰησοῦ	耶稣
Ἰησοῦ	啊
Ἰησοῦ	耶稣
Ἰησοῦ	的
