NA27	LEB
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Ἀαρὼν	Aaron
Ἀαρὼν	of
Ἰούδα	Judah
Μωϋσῆς	Moses
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Ἰησοῦς	Jesus
Μωϋσῆς	Moses
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰούδα	Judah
Ἰούδα	of
Αἰγύπτου	Egypt
Αἰγύπτου	of
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἀαρὼν	Aaron
Ἀαρὼν	of
Χερουβὶν	cherubim
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Μωϋσέως	Moses
Χριστός	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Μωϋσέως	Moses
Μωϋσέως	of
Ἅβελ	Abel
Κάϊν	Cain
Ἑνὼχ	Enoch
Νῶε	Noah
Ἀβραὰμ	Abraham
Ἰσαὰκ	Isaac
Ἰακὼβ	Jacob
Σάρρα	Sarah
Ἀβραὰμ	Abraham
Ἰσαὰκ	Isaac
Ἰσαὰκ	Isaac
Ἰσαὰκ	Isaac
Ἰακὼβ	Jacob
Ἠσαῦ	Esau
Ἰακὼβ	Jacob
Ἰωσὴφ	Joseph
Ἰωσὴφ	of
Ἰωσὴφ	Joseph
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Μωϋσῆς	Moses
Μωϋσῆς	Moses
Φαραώ	Pharaoh’s
Αἰγύπτου	Egypt
Αἰγύπτου	of
Χριστοῦ	Christ
Χριστοῦ	for
Χριστοῦ	the
Χριστοῦ	sake
Χριστοῦ	of
Αἴγυπτον	Egypt
Ἰεριχὼ	Jericho
Ἰεριχὼ	of
Ῥαὰβ	Rahab
Γεδεών	Gideon
Βαράκ	Barak
Σαμψών	Samson
Ἰεφθάε	Jephthah
Δαυίδ	David
Σαμουὴλ	Samuel
Ἰησοῦν	Jesus
Ἠσαῦ	Esau
Μωϋσῆς	Moses
Σιὼν	Zion
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλὴμ	to
Ἰησοῦ	Jesus
Ἰησοῦ	to
Ἅβελ	Abel’s
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Τιμόθεον	Timothy
Ἰταλίας	Italy
Ἰάκωβος	James
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἀβραὰμ	Abraham
Ἰσαὰκ	Isaac
Ἀβραὰμ	Abraham
Ῥαὰβ	Rahab
σαβαὼθ	hosts
σαβαὼθ	of
Ἰὼβ	Job
Ἰὼβ	of
Ἠλίας	Elijah
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Πόντου	Pontus
Πόντου	in
Γαλατίας	Galatia
Καππαδοκίας	Cappadocia
Ἀσίας	Asia
Βιθυνίας	Bithynia
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστὸν	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Σιὼν	Zion
Χριστὸς	Christ
Σάρρα	Sarah
Ἀβραὰμ	Abraham
Χριστὸν	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Νῶε	Noah
Νῶε	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
χριστιανός	Christian
χριστιανός	a
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Σιλουανοῦ	Silvanus
Βαβυλῶνι	Babylon
Μᾶρκος	Mark
Χριστῷ	Christ
Συμεὼν	Simeon
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Νῶε	Noah
Σοδόμων	Sodom
Σοδόμων	of
Γομόρρας	Gomorrah
Λὼτ	Lot
Βαλαὰμ	Balaam
Βαλαὰμ	of
Βοσὸρ	Bosor
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus
Χριστὸν	Christ
Ἰησοῦς	Jesus
Χριστός	Christ
Κάϊν	Cain
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Χριστός	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Γαΐῳ	Gaius
Γαΐῳ	to
Διοτρέφης	Diotrephes
Δημητρίῳ	Demetrius
Ἰούδας	Jude
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰακώβου	James
Ἰακώβου	of
Ἰησοῦ	Jesus
Ἰησοῦ	for
Χριστῷ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Αἰγύπτου	Egypt
Αἰγύπτου	of
Σόδομα	Sodom
Γόμορρα	Gomorrah
Μιχαὴλ	Michael
Μωϋσέως	Moses
Μωϋσέως	of
Κάϊν	Cain
Κάϊν	of
Βαλαὰμ	Balaam
Βαλαὰμ	of
Κόρε	Korah
Κόρε	of
Ἀδὰμ	Adam
Ἑνὼχ	Enoch
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰωάννῃ	John
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰωάννης	John
Ἀσίᾳ	Asia
Ἰησοῦ	Jesus
Χριστοῦ	Christ
ἄλφα	Alpha
ὦ	Omega
Ἰωάννης	John
Ἰησοῦ	Jesus
Πάτμῳ	Patmos
Ἰησοῦ	Jesus
Ἰησοῦ	about
Ἔφεσον	Ephesus
Πέργαμον	Pergamum
Θυάτειρα	Thyatira
Σάρδεις	Sardis
Φιλαδέλφειαν	Philadelphia
Λαοδίκειαν	Laodicea
Ἐφέσῳ	Ephesus
Νικολαϊτῶν	Nicolaitans
Νικολαϊτῶν	of
Σμύρνῃ	Smyrna
σατανᾶ	Satan
σατανᾶ	of
Περγάμῳ	Pergamum
σατανᾶ	Satan
σατανᾶ	of
Ἀντιπᾶς	Antipas
σατανᾶς	Satan
Βαλαάμ	Balaam
Βαλαάμ	of
Βαλὰκ	Balak
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Νικολαϊτῶν	Nicolaitans
Νικολαϊτῶν	of
Θυατείροις	Thyatira
Ἰεζάβελ	Jezebel
Θυατείροις	Thyatira
σατανᾶ	Satan
σατανᾶ	of
Σάρδεσιν	Sardis
Σάρδεσιν	Sardis
Φιλαδελφείᾳ	Philadelphia
Δαυίδ	David
Δαυίδ	of
σατανᾶ	Satan
σατανᾶ	of
Ἰερουσαλὴμ	Jerusalem
Λαοδικείᾳ	Laodicea
Ἰούδα	Judah
Ἰούδα	of
Δαυίδ	David
Δαυίδ	of
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἰούδα	Judah
Ἰούδα	of
Ῥουβὴν	Reuben
Ῥουβὴν	of
Γὰδ	Gad
Γὰδ	of
Ἀσὴρ	Asher
Ἀσὴρ	of
Νεφθαλὶμ	Naphtali
Νεφθαλὶμ	of
Μανασσῆ	Manasseh
Μανασσῆ	of
Συμεὼν	Simeon
Συμεὼν	of
Λευὶ	Levi
Λευὶ	of
Ἰσσαχὰρ	Issachar
Ἰσσαχὰρ	of
Ζαβουλὼν	Zebulun
Ζαβουλὼν	of
Ἰωσὴφ	Joseph
Ἰωσὴφ	of
Βενιαμὶν	Benjamin
Βενιαμὶν	of
Ἀβαδδών	Abaddon
Ἀπολλύων	Apollyon
Εὐφράτῃ	Euphrates
Σόδομα	Sodom
Αἴγυπτος	Egypt
χριστοῦ	Christ
χριστοῦ	of
Μιχαὴλ	Michael
Σατανᾶς	Satan
χριστοῦ	Christ
χριστοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	about
Σιὼν	Zion
Βαβυλὼν	Babylon
Ἰησοῦ	Jesus
Ἰησοῦ	in
Μωϋσέως	Moses
Μωϋσέως	of
Εὐφράτην	Euphrates
Ἁρμαγεδών	Armageddon
Βαβυλὼν	Babylon
Βαβυλὼν	Babylon
Ἰησοῦ	Jesus
Ἰησοῦ	to
Βαβυλὼν	Babylon
Βαβυλὼν	Babylon
Βαβυλὼν	Babylon
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Σατανᾶς	Satan
Ἰησοῦ	Jesus
Ἰησοῦ	about
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶς	Satan
Γὼγ	Gog
Μαγώγ	Magog
Ἰερουσαλὴμ	Jerusalem
ἄλφα	Alpha
ὦ	Omega
Ἰερουσαλὴμ	Jerusalem
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἰωάννης	John
ἄλφα	Alpha
ὦ	Omega
Ἰησοῦς	Jesus
Δαυίδ	David
Δαυίδ	of
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
