NA27	LEB
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Κανὰ	Cana
Γαλιλαίας	Galilee
Γαλιλαίας	in
Καφαρναοὺμ	Capernaum
Ἱεροσόλυμα	Jerusalem
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἱεροσολύμοις	Jerusalem
Ἰησοῦς	Jesus
Φαρισαίων	Pharisees
Νικόδημος	Nicodemus
Ἰησοῦς	Jesus
Νικόδημος	Nicodemus
Ἰησοῦς	Jesus
Νικόδημος	Nicodemus
Ἰησοῦς	Jesus
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Μωϋσῆς	Moses
Ἰησοῦς	Jesus
Ἰωάννης	John
Αἰνὼν	Aenon
Σαλείμ	Salim
Ἰωάννης	John
Ἰωάννου	John’s
Ἰωάννην	John
Ἰορδάνου	Jordan
Ἰορδάνου	of
Ἰωάννης	John
χριστός	Christ
Ἰησοῦς	Jesus
Φαρισαῖοι	Pharisees
Ἰησοῦς	Jesus
Ἰωάννης	John
Ἰησοῦς	Jesus
Ἰουδαίαν	Judea
Γαλιλαίαν	Galilee
Σαμαρείας	Samaria
Σαμαρείας	Samaria
Σαμαρείας	of
Συχὰρ	Sychar
Ἰακὼβ	Jacob
Ἰωσὴφ	Joseph
Ἰωσὴφ	to
Ἰακώβ	Jacob’s
Ἰησοῦς	Jesus
Σαμαρείας	Samaria
Ἰησοῦς	Jesus
Σαμαρῖτις	Samaritan
Σαμαρίτιδος	Samaritan
Ἰησοῦς	Jesus
Ἰακώβ	Jacob
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἱεροσολύμοις	Jerusalem
Ἰησοῦς	Jesus
Ἱεροσολύμοις	Jerusalem
Μεσσίας	Messiah
Ἰησοῦς	Jesus
χριστός	Christ
Ἰησοῦς	Jesus
Σαμαριτῶν	Samaritans
Σαμαριτῶν	of
Σαμαρῖται	Samaritans
Γαλιλαίαν	Galilee
Ἰησοῦς	Jesus
Γαλιλαίαν	Galilee
Ἱεροσολύμοις	Jerusalem
Κανὰ	Cana
Γαλιλαίας	Galilee
Γαλιλαίας	in
Καφαρναούμ	Capernaum
Ἰησοῦς	Jesus
Ἰουδαίας	Judea
Γαλιλαίαν	Galilee
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰουδαίας	Judea
Γαλιλαίαν	Galilee
Ἰησοῦς	Jesus
Ἱεροσόλυμα	Jerusalem
Ἱεροσολύμοις	Jerusalem
Βηθζαθὰ	Bethzatha
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Ἰησοῦς	he
Ἰησοῦς	Jesus
Ἰωάννην	John
Ἰωάννου	John’s
Ἰωάννου	than
Μωϋσῆς	Moses
Μωϋσεῖ	Moses
Ἰησοῦς	Jesus
Γαλιλαίας	Galilee
Γαλιλαίας	of
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Φίλιππον	Philip
Φίλιππος	Philip
Ἀνδρέας	Andrew
Σίμωνος	Simon
Πέτρου	Peter
Πέτρου	of
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Καφαρναούμ	Capernaum
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Τιβεριάδος	Tiberias
Ἰησοῦς	Jesus
Καφαρναοὺμ	Capernaum
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Μωϋσῆς	Moses
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰωσήφ	Joseph
Ἰωσήφ	of
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Καφαρναούμ	Capernaum
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Ἰούδαν	Judas
Σίμωνος	Simon
Σίμωνος	of
Ἰσκαριώτου	Iscariot
Ἰησοῦς	Jesus
Γαλιλαίᾳ	Galilee
Ἰουδαίᾳ	Judea
Ἰουδαίαν	Judea
Ἰησοῦς	Jesus
Γαλιλαίᾳ	Galilee
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Μωϋσῆς	Moses
Ἰησοῦς	Jesus
Μωϋσῆς	Moses
Μωϋσέως	Moses
Μωϋσέως	of
Ἱεροσολυμιτῶν	Jerusalem
Ἱεροσολυμιτῶν	of
χριστός	Christ
χριστὸς	Christ
Ἰησοῦς	Jesus
χριστὸς	Christ
Φαρισαῖοι	Pharisees
Φαρισαῖοι	Pharisees
Ἰησοῦς	Jesus
Ἑλλήνων	Greeks
Ἑλλήνων	among
Ἕλληνας	Greeks
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
χριστός	Christ
Γαλιλαίας	Galilee
χριστὸς	Christ
Δαυὶδ	David
Δαυὶδ	of
Βηθλέεμ	Bethlehem
Δαυὶδ	David
χριστός	Christ
Φαρισαίους	Pharisees
Φαρισαῖοι	Pharisees
Φαρισαίων	Pharisees
Νικόδημος	Nicodemus
Γαλιλαίας	Galilee
Γαλιλαίας	Galilee
Ἰησοῦς	Jesus
Φαρισαῖοι	Pharisees
Μωϋσῆς	Moses
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Φαρισαῖοι	Pharisees
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἀβραάμ	Abraham
Ἀβραάμ	of
Ἰησοῦς	Jesus
Ἀβραάμ	Abraham
Ἀβραάμ	of
Ἀβραάμ	Abraham
Ἰησοῦς	Jesus
Ἀβραάμ	Abraham
Ἀβραάμ	of
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἀβραὰμ	Abraham
Ἰησοῦς	Jesus
Σαμαρίτης	Samaritan
Σαμαρίτης	a
Ἰησοῦς	Jesus
Ἀβραὰμ	Abraham
Ἀβραάμ	Abraham
Ἰησοῦς	Jesus
Ἀβραὰμ	Abraham
Ἀβραὰμ	Abraham
Ἰησοῦς	Jesus
Ἀβραὰμ	Abraham
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Σιλωάμ	Siloam
Σιλωάμ	of
Ἰησοῦς	Jesus
Σιλωὰμ	Siloam
Φαρισαίους	Pharisees
Ἰησοῦς	Jesus
Φαρισαῖοι	Pharisees
Φαρισαίων	Pharisees
χριστόν	Christ
Μωϋσέως	Moses
Μωϋσέως	of
Μωϋσεῖ	Moses
Μωϋσεῖ	to
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Φαρισαίων	Pharisees
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἱεροσολύμοις	Jerusalem
Ἰησοῦς	Jesus
Σολομῶνος	Solomon
Σολομῶνος	of
χριστός	Christ
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰορδάνου	Jordan
Ἰορδάνου	of
Ἰωάννης	John
Ἰωάννης	John
Ἰωάννης	John
Λάζαρος	Lazarus
Βηθανίας	Bethany
Μαρίας	Mary
Μαρίας	of
Μάρθας	Martha
Μαριὰμ	Mary
Λάζαρος	Lazarus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Μάρθαν	Martha
Λάζαρον	Lazarus
Ἰουδαίαν	Judea
Ἰησοῦς	Jesus
Λάζαρος	Lazarus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Λάζαρος	Lazarus
Θωμᾶς	Thomas
Ἰησοῦς	Jesus
Βηθανία	Bethany
Ἱεροσολύμων	Jerusalem
Μάρθαν	Martha
Μαριὰμ	Mary
Μάρθα	Martha
Ἰησοῦς	Jesus
Μαριὰμ	Mary
Μάρθα	Martha
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Μάρθα	Martha
Ἰησοῦς	Jesus
χριστὸς	Christ
Μαριὰμ	Mary
Ἰησοῦς	Jesus
Μάρθα	Martha
Μαριὰμ	Mary
Μαριὰμ	Mary
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Μάρθα	Martha
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Λάζαρε	Lazarus
Ἰησοῦς	Jesus
Μαριὰμ	Mary
Φαρισαίους	Pharisees
Ἰησοῦς	Jesus
Φαρισαῖοι	Pharisees
Καϊάφας	Caiaphas
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἐφραὶμ	Ephraim
Ἱεροσόλυμα	Jerusalem
Ἰησοῦν	Jesus
Φαρισαῖοι	Pharisees
Βηθανίαν	Bethany
Λάζαρος	Lazarus
Ἰησοῦς	Jesus
Μάρθα	Martha
Λάζαρος	Lazarus
Μαριὰμ	Mary
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰούδας	Judas
Ἰσκαριώτης	Iscariot
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Λάζαρον	Lazarus
Λάζαρον	Lazarus
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Ἱεροσόλυμα	Jerusalem
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἰησοῦς	Jesus
Σιών	Zion
Σιών	of
Ἰησοῦς	Jesus
Λάζαρον	Lazarus
Φαρισαῖοι	Pharisees
Ἕλληνές	Greeks
Φιλίππῳ	Philip
Βηθσαϊδὰ	Bethsaida
Γαλιλαίας	Galilee
Γαλιλαίας	in
Ἰησοῦν	Jesus
Φίλιππος	Philip
Ἀνδρέᾳ	Andrew
Ἀνδρέας	Andrew
Φίλιππος	Philip
Ἰησοῦ	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
χριστὸς	Christ
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἠσαΐου	Isaiah
Ἠσαΐας	Isaiah
Ἠσαΐας	Isaiah
Φαρισαίους	Pharisees
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰούδας	Judas
Ἰούδας	of
Σίμωνος	Simon
Σίμωνος	of
Ἰσκαριώτου	Iscariot
Σίμωνα	Simon
Πέτρον	Peter
Ἰησοῦς	Jesus
Πέτρος	Peter
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦ	Jesus
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦ	Jesus’
Ἰησοῦς	Jesus
Ἰούδᾳ	Judas
Ἰούδᾳ	to
Σίμωνος	Simon
Σίμωνος	of
Ἰσκαριώτου	Iscariot
σατανᾶς	Satan
Ἰησοῦς	Jesus
Ἰούδας	Judas
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Πέτρος	Peter
Ἰησοῦς	Jesus
Θωμᾶς	Thomas
Ἰησοῦς	Jesus
Φίλιππος	Philip
Ἰησοῦς	Jesus
Φίλιππε	Philip
Ἰούδας	Judas
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Χριστόν	Christ
Ἰησοῦς	Jesus
Κεδρὼν	Kidron
Κεδρὼν	of
Ἰούδας	Judas
Ἰησοῦς	Jesus
Ἰούδας	Judas
Φαρισαίων	Pharisees
Ἰησοῦς	Jesus
Ἰησοῦν	Jesus
Ναζωραῖον	Nazarene
Ἰησοῦν	Jesus
Ναζωραῖον	Nazarene
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Πέτρῳ	Peter
Πέτρῳ	to
Ἰησοῦν	Jesus
Ἅνναν	Annas
Καϊάφα	Caiaphas
Καϊάφα	of
Καϊάφας	Caiaphas
Ἰησοῦ	Jesus
Σίμων	Simon
Πέτρος	Peter
Πέτρος	Peter
Πέτρον	Peter
Πέτρῳ	Peter
Πέτρῳ	to
Πέτρος	Peter
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	to
Ἰησοῦς	Jesus
Ἅννας	Annas
Καϊάφαν	Caiaphas
Σίμων	Simon
Πέτρος	Peter
Πέτρος	Peter
Πέτρος	Peter
Ἰησοῦν	Jesus
Καϊάφα	Caiaphas
Πιλᾶτος	Pilate
Πιλᾶτος	Pilate
Ἰησοῦ	Jesus
Ἰησοῦ	of
Πιλᾶτος	Pilate
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Βαραββᾶν	Barabbas
Πιλᾶτος	Pilate
Ἰησοῦν	Jesus
Πιλᾶτος	Pilate
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Πιλᾶτος	Pilate
Ἰησοῦ	Jesus
Ἰησοῦ	to
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Ἰησοῦς	Jesus
Πιλᾶτος	Pilate
Καίσαρος	Caesar
Καίσαρος	of
Καίσαρι	Caesar
Πιλᾶτος	Pilate
Ἰησοῦν	Jesus
Πιλᾶτος	Pilate
Καίσαρα	Caesar
Ἰησοῦν	Jesus
Ἰησοῦν	Jesus
Πιλᾶτος	Pilate
Ἰησοῦς	Jesus
Ναζωραῖος	Nazarene
Ἰησοῦς	Jesus
Πιλάτῳ	Pilate
Πιλάτῳ	to
Πιλᾶτος	Pilate
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Μαρία	Mary
Κλωπᾶ	Clopas
Κλωπᾶ	of
Μαρία	Mary
Μαγδαληνή	Magdalene
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Πιλᾶτον	Pilate
Ἰησοῦν	Jesus
Πιλᾶτον	Pilate
Ἰωσὴφ	Joseph
Ἁριμαθαίας	Arimathea
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Πιλᾶτος	Pilate
Νικόδημος	Nicodemus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus
Μαρία	Mary
Μαγδαληνὴ	Magdalene
Σίμωνα	Simon
Πέτρον	Peter
Ἰησοῦς	Jesus
Πέτρος	Peter
Πέτρου	Peter
Πέτρου	than
Σίμων	Simon
Πέτρος	Peter
Μαρία	Mary
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Μαριάμ	Mary
Ἰησοῦς	Jesus
Μαριὰμ	Mary
Μαγδαληνὴ	Magdalene
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Θωμᾶς	Thomas
Δίδυμος	Didymus
Ἰησοῦς	Jesus
Θωμᾶς	Thomas
Ἰησοῦς	Jesus
Θωμᾷ	Thomas
Θωμᾷ	to
Θωμᾶς	Thomas
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
χριστὸς	Christ
Ἰησοῦς	Jesus
Τιβεριάδος	Tiberias
Τιβεριάδος	of
Σίμων	Simon
Πέτρος	Peter
Θωμᾶς	Thomas
Ναθαναὴλ	Nathanael
Κανὰ	Cana
Γαλιλαίας	Galilee
Γαλιλαίας	in
Ζεβεδαίου	Zebedee
Ζεβεδαίου	of
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Πέτρῳ	Peter
Πέτρῳ	to
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Σίμων	Simon
Πέτρος	Peter
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Σίμωνι	Simon
Σίμωνι	to
Πέτρῳ	Peter
Ἰησοῦς	Jesus
Σίμων	Simon
Ἰωάννου	John
Ἰωάννου	of
Σίμων	Simon
Ἰωάννου	John
Ἰωάννου	of
Σίμων	Simon
Ἰωάννου	John
Ἰωάννου	of
Πέτρος	Peter
Ἰησοῦς	Jesus
Πέτρος	Peter
Ἰησοῦς	Jesus
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	to
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Θεόφιλε	Theophilus
Ἰησοῦς	Jesus
Ἱεροσολύμων	Jerusalem
Ἰωάννης	John
Ἰσραήλ	Israel
Ἰσραήλ	to
Ἰερουσαλὴμ	Jerusalem
Ἰουδαίᾳ	Judea
Σαμαρείᾳ	Samaria
Ἰησοῦς	Jesus
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλὴμ	Jerusalem
Πέτρος	Peter
Ἰωάννης	John
Ἰάκωβος	James
Ἀνδρέας	Andrew
Φίλιππος	Philip
Θωμᾶς	Thomas
Βαρθολομαῖος	Bartholomew
Μαθθαῖος	Matthew
Ἰάκωβος	James
Ἁλφαίου	Alphaeus
Ἁλφαίου	of
Σίμων	Simon
Ἰούδας	Judas
Ἰακώβου	James
Ἰακώβου	of
Μαριὰμ	Mary
Ἰησοῦ	Jesus
Ἰησοῦ	of
Πέτρος	Peter
Δαυὶδ	David
Δαυὶδ	of
Ἰούδα	Judas
Ἰησοῦν	Jesus
Ἰερουσαλήμ	Jerusalem
Ἰερουσαλήμ	in
Ἁκελδαμάχ	Akeldama
Ἰησοῦς	Jesus
Ἰωάννου	John
Ἰωάννου	of
Ἰωσὴφ	Joseph
Βαρσαββᾶν	Barsabbas
Μαθθίαν	Matthias
Ἰούδας	Judas
Μαθθίαν	Matthias
Ἰερουσαλὴμ	Jerusalem
Πάρθοι	Parthians
Μῆδοι	Medes
Ἐλαμῖται	Elamites
Μεσοποταμίαν	Mesopotamia
Ἰουδαίαν	Judea
Καππαδοκίαν	Cappadocia
Πόντον	Pontus
Ἀσίαν	Asia
Φρυγίαν	Phrygia
Παμφυλίαν	Pamphylia
Αἴγυπτον	Egypt
Λιβύης	Libya
Λιβύης	of
Κυρήνην	Cyrene
Κρῆτες	Cretans
Ἄραβες	Arabs
Πέτρος	Peter
Ἰερουσαλὴμ	Jerusalem
Ἰωήλ	Joel
Ἰσραηλῖται	Israelite
Ἰησοῦν	Jesus
Ναζωραῖον	Nazarene
Δαυὶδ	David
Δαυὶδ	David
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦν	Jesus
Δαυὶδ	David
Ἰσραὴλ	Israel
Ἰσραὴλ	of
χριστὸν	Christ
Ἰησοῦν	Jesus
Πέτρον	Peter
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Πέτρος	Peter
Ἰωάννης	John
Πέτρον	Peter
Ἰωάννην	John
Πέτρος	Peter
Ἰωάννῃ	John
Πέτρος	Peter
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ναζωραίου	Nazarene
Πέτρον	Peter
Ἰωάννην	John
Σολομῶντος	Solomon’s
Πέτρος	Peter
Ἰσραηλῖται	Israelites
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἰσαὰκ	Isaac
Ἰσαὰκ	of
Ἰακώβ	Jacob
Ἰακώβ	of
Ἰησοῦν	Jesus
Πιλάτου	Pilate
Πιλάτου	of
χριστὸν	Christ
χριστὸν	Christ
Ἰησοῦν	Jesus
Μωϋσῆς	Moses
Σαμουὴλ	Samuel
Ἀβραάμ	Abraham
Σαδδουκαῖοι	Sadducees
Ἰησοῦ	Jesus
Ἰερουσαλήμ	Jerusalem
Ἅννας	Annas
Καϊάφας	Caiaphas
Ἰωάννης	John
Ἀλέξανδρος	Alexander
Πέτρος	Peter
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ναζωραίου	Nazarene
Πέτρου	Peter
Πέτρου	of
Ἰωάννου	John
Ἰησοῦ	Jesus
Ἰερουσαλὴμ	Jerusalem
Ἰησοῦ	Jesus
Ἰησοῦ	of
Πέτρος	Peter
Ἰωάννης	John
Δαυὶδ	David
Δαυὶδ	of
χριστοῦ	Christ
Ἰησοῦν	Jesus
Ἡρῴδης	Herod
Πόντιος	Pontius
Πιλᾶτος	Pilate
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰωσὴφ	Joseph
Βαρναβᾶς	Barnabas
Λευίτης	Levite
Λευίτης	a
Κύπριος	Cyprus
Κύπριος	of
Ἁνανίας	Ananias
Σαπφίρῃ	Sapphira
Πέτρος	Peter
Ἁνανία	Ananias
σατανᾶς	Satan
Ἁνανίας	Ananias
Πέτρος	Peter
Πέτρος	Peter
Σολομῶντος	Solomon’s
Πέτρου	Peter
Ἰερουσαλὴμ	Jerusalem
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰερουσαλὴμ	Jerusalem
Πέτρος	Peter
Ἰησοῦν	Jesus
Ἰσραὴλ	Israel
Ἰσραὴλ	to
Φαρισαῖος	Pharisee
Φαρισαῖος	a
Γαμαλιήλ	Gamaliel
Ἰσραηλῖται	Israelites
Θευδᾶς	Theudas
Ἰούδας	Judas
Ἰησοῦ	Jesus
Ἰησοῦ	of
χριστὸν	Christ
Ἰησοῦν	Jesus
Ἑλληνιστῶν	Greek-speaking
Ἑλληνιστῶν	by
Ἑλληνιστῶν	Jews
Φίλιππον	Philip
Πρόχορον	Prochorus
Νικάνορα	Nicanor
Τίμωνα	Timon
Παρμενᾶν	Parmenas
Νικόλαον	Nicolaus
Ἰερουσαλὴμ	Jerusalem
Λιβερτίνων	Freedmen
Λιβερτίνων	of
Κυρηναίων	Cyrenians
Ἀλεξανδρέων	Alexandrians
Κιλικίας	Cilicia
Ἀσίας	Asia
Μωϋσῆν	Moses
Ἰησοῦς	Jesus
Ναζωραῖος	Nazarene
Μωϋσῆς	Moses
Ἀβραὰμ	Abraham
Μεσοποταμίᾳ	Mesopotamia
Χαρρὰν	Haran
Χαλδαίων	Chaldeans
Χαλδαίων	of
Χαρράν	Haran
Ἰσαὰκ	Isaac
Ἰσαὰκ	Isaac
Ἰακώβ	Jacob
Ἰακὼβ	Jacob
Ἰωσὴφ	Joseph
Ἰωσὴφ	of
Αἴγυπτον	Egypt
Φαραὼ	Pharaoh
Αἰγύπτου	Egypt
Αἰγύπτου	of
Αἴγυπτον	Egypt
Αἴγυπτον	Egypt
Χανάαν	Canaan
Ἰακὼβ	Jacob
Αἴγυπτον	Egypt
Ἰωσὴφ	Joseph
Φαραὼ	Pharaoh
Φαραὼ	to
Ἰωσήφ	Joseph
Ἰωσήφ	of
Ἰωσὴφ	Joseph
Ἰακὼβ	Jacob
Ἰακὼβ	Jacob
Αἴγυπτον	Egypt
Συχὲμ	Shechem
Ἀβραὰμ	Abraham
Ἐμμὼρ	Hamor
Ἐμμὼρ	of
Συχέμ	Shechem
Ἀβραάμ	Abraham
Ἀβραάμ	to
Αἰγύπτῳ	Egypt
Αἴγυπτον	Egypt
Ἰωσήφ	Joseph
Μωϋσῆς	Moses
Φαραὼ	Pharaoh
Φαραὼ	of
Μωϋσῆς	Moses
Ἰσραήλ	Israel
Ἰσραήλ	of
Μωϋσῆς	Moses
Μαδιάμ	Midian
Μαδιάμ	of
Σινᾶ	Sinai
Μωϋσῆς	Moses
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἰσαὰκ	Isaac
Ἰσαὰκ	of
Ἰακώβ	Jacob
Ἰακώβ	of
Μωϋσῆς	Moses
Αἰγύπτῳ	Egypt
Αἴγυπτον	Egypt
Μωϋσῆν	Moses
Αἰγύπτῳ	Egypt
Αἰγύπτῳ	of
Μωϋσῆς	Moses
Ἰσραήλ	Israel
Ἰσραήλ	of
Σινᾶ	Sinai
Αἴγυπτον	Egypt
Ἀαρών	Aaron
Ἀαρών	to
Μωϋσῆς	Moses
Αἰγύπτου	Egypt
Αἰγύπτου	of
Ἰσραήλ	Israel
Ἰσραήλ	of
Μόλοχ	Moloch
Μόλοχ	of
Ῥαιφάν	Rephan
Βαβυλῶνος	Babylon
Μωϋσῇ	Moses
Μωϋσῇ	to
Ἰησοῦ	Joshua
Δαυίδ	David
Δαυίδ	of
Ἰακώβ	Jacob
Ἰακώβ	of
Σολομὼν	Solomon
Ἰησοῦν	Jesus
Σαύλου	Saul
Ἰησοῦ	Jesus
Σαῦλος	Saul
Ἱεροσολύμοις	Jerusalem
Ἰουδαίας	Judea
Ἰουδαίας	of
Σαμαρείας	Samaria
Σαῦλος	Saul
Φίλιππος	Philip
Σαμαρείας	Samaria
Σαμαρείας	of
Χριστόν	Christ
Φιλίππου	Philip
Σίμων	Simon
Σαμαρείας	Samaria
Σαμαρείας	of
Φιλίππῳ	Philip
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Σίμων	Simon
Φιλίππῳ	Philip
Ἱεροσολύμοις	Jerusalem
Σαμάρεια	Samaria
Πέτρον	Peter
Ἰωάννην	John
Ἰησοῦ	Jesus
Σίμων	Simon
Πέτρος	Peter
Σίμων	Simon
Ἱεροσόλυμα	Jerusalem
Σαμαριτῶν	Samaritans
Σαμαριτῶν	of
Φίλιππον	Philip
Ἰερουσαλὴμ	Jerusalem
Γάζαν	Gaza
Αἰθίοψ	Ethiopian
Αἰθίοψ	an
Ἰερουσαλήμ	Jerusalem
Ἠσαΐαν	Isaiah
Φιλίππῳ	Philip
Φιλίππῳ	to
Φίλιππος	Philip
Ἠσαΐαν	Isaiah
Φίλιππον	Philip
Φιλίππῳ	Philip
Φιλίππῳ	to
Φίλιππος	Philip
Ἰησοῦν	Jesus
Φίλιππος	Philip
Φίλιππον	Philip
Φίλιππος	Philip
Ἄζωτον	Azotus
Καισάρειαν	Caesarea
Σαῦλος	Saul
Δαμασκὸν	Damascus
Ἰερουσαλήμ	Jerusalem
Δαμασκῷ	Damascus
Σαοὺλ	Saul
Σαούλ	Saul
Ἰησοῦς	Jesus
Σαῦλος	Saul
Δαμασκόν	Damascus
Δαμασκῷ	Damascus
Ἁνανίας	Ananias
Ἁνανία	Ananias
Ἰούδα	Judas
Ἰούδα	of
Σαῦλον	Saul
Ταρσέα	Tarsus
Ταρσέα	from
Ἁνανίαν	Ananias
Ἁνανίας	Ananias
Ἰερουσαλήμ	Jerusalem
Ἰσραήλ	Israel
Ἰσραήλ	of
Ἁνανίας	Ananias
Σαοὺλ	Saul
Ἰησοῦς	Jesus
Δαμασκῷ	Damascus
Ἰησοῦν	Jesus
Ἰερουσαλὴμ	Jerusalem
Σαῦλος	Saul
Δαμασκῷ	Damascus
χριστός	Christ
Σαύλῳ	Saul
Σαύλῳ	to
Ἰερουσαλὴμ	Jerusalem
Βαρναβᾶς	Barnabas
Δαμασκῷ	Damascus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰερουσαλήμ	Jerusalem
Ἑλληνιστάς	Greek-speaking
Ἑλληνιστάς	Jews
Καισάρειαν	Caesarea
Ταρσόν	Tarsus
Ἰουδαίας	Judea
Ἰουδαίας	of
Γαλιλαίας	Galilee
Σαμαρείας	Samaria
